CREATEDAT,CUSTOMERID,DATE,TOTAL,ID
2021-10-20 16:17:12.000,30941,2021-10-20 00:00:00.000,81.59,599319
2021-10-20 16:16:19.000,29965,2021-10-20 00:00:00.000,58.75,599071
2021-10-20 16:19:38.000,33721,2021-10-20 00:00:00.000,100.08,600028
2021-10-20 16:13:40.000,31810,2021-10-20 00:00:00.000,100.08,598059
2021-10-20 16:13:35.000,33375,2021-10-20 00:00:00.000,78.32,598032
2021-10-20 16:14:19.000,33280,2021-10-20 00:00:00.000,143.58,598341
2021-10-20 16:14:16.000,30014,2021-10-20 00:00:00.000,100.08,598323
2021-10-20 16:13:43.000,30266,2021-10-20 00:00:00.000,58.75,598079
2021-10-20 16:17:49.000,31158,2021-10-20 00:00:00.000,58.75,599485
2021-10-20 16:13:37.000,32788,2021-10-20 00:00:00.000,78.32,598037
2021-10-20 16:16:42.000,30193,2021-10-20 00:00:00.000,100.08,599177
2021-10-20 16:17:31.000,33410,2021-10-20 00:00:00.000,100.08,599385
2021-10-20 16:13:42.000,30272,2021-10-20 00:00:00.000,58.75,598072
2021-10-20 16:19:23.000,30763,2021-10-20 00:00:00.000,192.55,599957
2021-10-20 16:15:18.000,31148,2021-10-20 00:00:00.000,100.08,598790
2021-10-20 16:19:25.000,33092,2021-10-20 00:00:00.000,146.32,599968
2021-10-20 16:13:38.000,32573,2021-10-20 00:00:00.000,78.32,598043
2021-10-20 16:16:23.000,30151,2021-10-20 00:00:00.000,132.16,599085
2021-10-20 16:17:49.000,33517,2021-10-20 00:00:00.000,182.74,599481
2021-10-20 16:13:41.000,30007,2021-10-20 00:00:00.000,100.08,598066
2021-10-20 16:13:38.000,31675,2021-10-20 00:00:00.000,143.58,598045
2021-10-20 16:16:00.000,33825,2021-10-20 00:00:00.000,112.04,599007
2021-10-20 16:13:35.000,33308,2021-10-20 00:00:00.000,78.32,598035
2021-10-20 16:20:05.000,29903,2021-10-20 00:00:00.000,100.08,600179
2021-10-20 16:15:04.000,31936,2021-10-20 00:00:00.000,78.32,598681
2021-10-20 16:13:38.000,31698,2021-10-20 00:00:00.000,78.32,598040
2021-10-20 16:19:26.000,31866,2021-10-20 00:00:00.000,82.68,599973
2021-10-20 16:20:25.000,33547,2021-10-20 00:00:00.000,100.08,600276
2021-10-20 16:14:29.000,32513,2021-10-20 00:00:00.000,87.57,598417
2021-10-20 16:20:10.000,32222,2021-10-20 00:00:00.000,146.85,600196
2021-10-20 16:19:56.000,30332,2021-10-20 00:00:00.000,103.34,600128
2021-10-20 16:17:54.000,30953,2021-10-20 00:00:00.000,121.3,599503
2021-10-20 16:19:33.000,31252,2021-10-20 00:00:00.000,78.32,600004
2021-10-20 16:19:43.000,32779,2021-10-20 00:00:00.000,58.75,600056
2021-10-20 16:16:39.000,29813,2021-10-20 00:00:00.000,100.08,599159
2021-10-20 16:13:42.000,30227,2021-10-20 00:00:00.000,58.75,598073
2021-10-20 16:15:25.000,32100,2021-10-20 00:00:00.000,78.32,598856
2021-10-20 16:16:19.000,31016,2021-10-20 00:00:00.000,58.75,599069
2021-10-20 16:15:18.000,29927,2021-10-20 00:00:00.000,100.08,598783
2021-10-20 16:15:06.000,30265,2021-10-20 00:00:00.000,78.32,598702
2021-10-20 16:13:42.000,29806,2021-10-20 00:00:00.000,58.75,598078
2021-10-20 16:13:34.000,33520,2021-10-20 00:00:00.000,78.32,598026
2021-10-20 16:14:59.000,31479,2021-10-20 00:00:00.000,78.32,598646
2021-10-20 16:16:23.000,30866,2021-10-20 00:00:00.000,78.32,599089
2021-10-20 16:19:23.000,31313,2021-10-20 00:00:00.000,78.32,599960
2021-10-20 16:16:24.000,32909,2021-10-20 00:00:00.000,100.08,599091
2021-10-20 16:16:25.000,31548,2021-10-20 00:00:00.000,78.32,599096
2021-10-20 16:14:20.000,32108,2021-10-20 00:00:00.000,78.32,598347
2021-10-20 16:15:21.000,31169,2021-10-20 00:00:00.000,58.75,598817
2021-10-20 16:14:22.000,30745,2021-10-20 00:00:00.000,58.75,598363
2021-10-20 16:18:12.000,30502,2021-10-20 00:00:00.000,88.11,599584
2021-10-20 16:18:53.000,31511,2021-10-20 00:00:00.000,143.58,599794
2021-10-20 16:16:26.000,30704,2021-10-20 00:00:00.000,79.93,599098
2021-10-20 16:13:39.000,31055,2021-10-20 00:00:00.000,100.08,598053
2021-10-20 16:19:07.000,33572,2021-10-20 00:00:00.000,78.32,599870
2021-10-20 16:20:11.000,32560,2021-10-20 00:00:00.000,117.5,600206
2021-10-20 16:19:29.000,33265,2021-10-20 00:00:00.000,78.32,599986
2021-10-20 16:15:04.000,30300,2021-10-20 00:00:00.000,100.08,598689
2021-10-20 16:13:35.000,32634,2021-10-20 00:00:00.000,100.08,598034
2021-10-20 16:19:22.000,29958,2021-10-20 00:00:00.000,58.75,599952
2021-10-20 16:20:20.000,31366,2021-10-20 00:00:00.000,58.75,600248
2021-10-20 16:20:11.000,30743,2021-10-20 00:00:00.000,58.75,600202
2021-10-20 16:14:40.000,30019,2021-10-20 00:00:00.000,78.32,598509
2021-10-20 16:13:38.000,32620,2021-10-20 00:00:00.000,117.53,598042
2021-10-20 16:13:39.000,31506,2021-10-20 00:00:00.000,78.32,598049
2021-10-20 16:13:38.000,32001,2021-10-20 00:00:00.000,143.58,598044
2021-10-20 16:19:49.000,30335,2021-10-20 00:00:00.000,100.08,600093
2021-10-20 16:13:41.000,30824,2021-10-20 00:00:00.000,78.32,598069
2021-10-20 16:13:41.000,30073,2021-10-20 00:00:00.000,58.75,598071
2021-10-20 16:14:29.000,30888,2021-10-20 00:00:00.000,58.75,598419
2021-10-20 16:13:38.000,32452,2021-10-20 00:00:00.000,100.08,598046
2021-10-20 16:15:50.000,30448,2021-10-20 00:00:00.000,65.28,598965
2021-10-20 16:13:39.000,31693,2021-10-20 00:00:00.000,100.08,598051
2021-10-20 16:15:31.000,31872,2021-10-20 00:00:00.000,100.08,598897
2021-10-20 16:13:40.000,30760,2021-10-20 00:00:00.000,143.58,598057
2021-10-20 16:18:49.000,30799,2021-10-20 00:00:00.000,100.08,599773
2021-10-20 16:13:39.000,31877,2021-10-20 00:00:00.000,58.75,598050
2021-10-20 16:20:24.000,31176,2021-10-20 00:00:00.000,65.27,600269
2021-10-20 16:19:45.000,32770,2021-10-20 00:00:00.000,78.32,600067
2021-10-20 16:13:41.000,30895,2021-10-20 00:00:00.000,78.32,598070
2021-10-20 16:16:22.000,33392,2021-10-20 00:00:00.000,78.32,599078
2021-10-20 16:14:41.000,30524,2021-10-20 00:00:00.000,84.86,598515
2021-10-20 16:13:39.000,31142,2021-10-20 00:00:00.000,78.32,598055
2021-10-20 16:14:25.000,33738,2021-10-20 00:00:00.000,78.32,598387
2021-10-20 16:16:53.000,33169,2021-10-20 00:00:00.000,78.32,599232
2021-10-20 16:15:11.000,30835,2021-10-20 00:00:00.000,78.32,598731
2021-10-20 16:14:19.000,30438,2021-10-20 00:00:00.000,100.08,598344
2021-10-20 16:13:43.000,29876,2021-10-20 00:00:00.000,58.75,598082
2021-10-20 16:14:19.000,31542,2021-10-20 00:00:00.000,182.74,598342
2021-10-20 16:13:43.000,29868,2021-10-20 00:00:00.000,78.32,598084
2021-10-20 16:20:16.000,32623,2021-10-20 00:00:00.000,100.08,600231
2021-10-20 16:15:56.000,32280,2021-10-20 00:00:00.000,58.75,598994
2021-10-20 16:15:14.000,30938,2021-10-20 00:00:00.000,100.08,598752
2021-10-20 16:17:11.000,32581,2021-10-20 00:00:00.000,63.1,599316
2021-10-20 16:19:56.000,33256,2021-10-20 00:00:00.000,100.08,600130
2021-10-20 16:16:05.000,31883,2021-10-20 00:00:00.000,180.59,599029
2021-10-20 16:15:05.000,31572,2021-10-20 00:00:00.000,82.68,598698
2021-10-20 16:17:25.000,33010,2021-10-20 00:00:00.000,143.58,599359
2021-10-20 16:18:39.000,31106,2021-10-20 00:00:00.000,75.06,599728
2021-10-20 16:16:05.000,33477,2021-10-20 00:00:00.000,58.75,599024
2021-10-20 16:14:33.000,31477,2021-10-20 00:00:00.000,78.32,598448
2021-10-20 16:13:40.000,31021,2021-10-20 00:00:00.000,78.32,598062
2021-10-20 16:13:42.000,29994,2021-10-20 00:00:00.000,54.83,598075
2021-10-20 16:13:37.000,32335,2021-10-20 00:00:00.000,143.58,598039
2021-10-20 16:13:39.000,32035,2021-10-20 00:00:00.000,58.75,598048
2021-10-20 16:13:41.000,29995,2021-10-20 00:00:00.000,78.32,598068
2021-10-20 16:14:23.000,32658,2021-10-20 00:00:00.000,100.08,598366
2021-10-20 16:15:17.000,29941,2021-10-20 00:00:00.000,58.75,598775
2021-10-20 16:19:38.000,30513,2021-10-20 00:00:00.000,78.32,600033
2021-10-20 16:19:00.000,31507,2021-10-20 00:00:00.000,0,599830
2021-10-20 16:13:39.000,31065,2021-10-20 00:00:00.000,100.08,598054
2021-10-20 16:14:25.000,31100,2021-10-20 00:00:00.000,78.32,598386
2021-10-20 16:13:39.000,32403,2021-10-20 00:00:00.000,100.08,598047
2021-10-20 16:18:56.000,33575,2021-10-20 00:00:00.000,100.08,599806
2021-10-20 16:15:18.000,33489,2021-10-20 00:00:00.000,82.68,598784
2021-10-20 16:12:42.000,31267,2021-10-20 00:00:00.000,82.68,597599
2021-10-20 16:20:10.000,32132,2021-10-20 00:00:00.000,78.32,600201
2021-10-20 16:16:49.000,31859,2021-10-20 00:00:00.000,75.06,599213
2021-10-20 16:20:21.000,31497,2021-10-20 00:00:00.000,62.02,600254
2021-10-20 16:16:30.000,32771,2021-10-20 00:00:00.000,78.32,599111
2021-10-20 16:19:52.000,32355,2021-10-20 00:00:00.000,81.59,600107
2021-10-20 16:14:55.000,33705,2021-10-20 00:00:00.000,100.08,598616
2021-10-20 16:19:58.000,30817,2021-10-20 00:00:00.000,58.75,600144
2021-10-20 16:19:45.000,33420,2021-10-20 00:00:00.000,143.58,600069
2021-10-20 16:14:09.000,31079,2021-10-20 00:00:00.000,143.58,598267
2021-10-20 16:13:41.000,30670,2021-10-20 00:00:00.000,78.32,598064
2021-10-20 16:13:41.000,30911,2021-10-20 00:00:00.000,78.32,598065
2021-10-20 16:14:16.000,33652,2021-10-20 00:00:00.000,143.58,598321
2021-10-20 16:14:40.000,33573,2021-10-20 00:00:00.000,78.32,598512
2021-10-20 16:17:44.000,30469,2021-10-20 00:00:00.000,100.08,599459
2021-10-20 16:13:35.000,32882,2021-10-20 00:00:00.000,58.75,598031
2021-10-20 16:15:11.000,31116,2021-10-20 00:00:00.000,58.75,598737
2021-10-20 16:14:33.000,30104,2021-10-20 00:00:00.000,116.37,598452
2021-10-20 16:13:37.000,32995,2021-10-20 00:00:00.000,78.32,598038
2021-10-20 16:17:05.000,29834,2021-10-20 00:00:00.000,78.32,599283
2021-10-20 16:15:18.000,30143,2021-10-20 00:00:00.000,58.75,598787
2021-10-20 16:17:44.000,31441,2021-10-20 00:00:00.000,58.75,599455
2021-10-20 16:13:42.000,30178,2021-10-20 00:00:00.000,58.75,598077
2021-10-20 16:15:15.000,32333,2021-10-20 00:00:00.000,52.87,598761
2021-10-20 16:15:02.000,31807,2021-10-20 00:00:00.000,100.08,598668
2021-10-20 16:13:35.000,32865,2021-10-20 00:00:00.000,100.08,598033
2021-10-20 16:17:30.000,32050,2021-10-20 00:00:00.000,58.75,599382
2021-10-20 16:14:24.000,30055,2021-10-20 00:00:00.000,82.68,598374
2021-10-20 16:13:41.000,30974,2021-10-20 00:00:00.000,58.75,598067
2021-10-20 16:18:17.000,32704,2021-10-20 00:00:00.000,78.32,599614
2021-10-20 16:13:34.000,33844,2021-10-20 00:00:00.000,100.08,598023
2021-10-20 16:13:42.000,30259,2021-10-20 00:00:00.000,78.32,598076
2021-10-20 16:13:33.000,33636,2021-10-20 00:00:00.000,58.75,598018
2021-10-20 16:13:35.000,32768,2021-10-20 00:00:00.000,182.74,598030
2021-10-20 16:14:32.000,29924,2021-10-20 00:00:00.000,67.42,598440
2021-10-20 16:13:38.000,32924,2021-10-20 00:00:00.000,58.75,598041
2021-10-20 16:13:42.000,30228,2021-10-20 00:00:00.000,58.75,598074
2021-10-20 16:15:11.000,31828,2021-10-20 00:00:00.000,78.32,598734
2021-10-20 16:18:03.000,30752,2021-10-20 00:00:00.000,108.79,599547
2021-10-20 16:15:05.000,31869,2021-10-20 00:00:00.000,18.47,598692
2021-10-20 16:13:36.000,32700,2021-10-20 00:00:00.000,78.32,598036
2021-10-20 16:16:19.000,30366,2021-10-20 00:00:00.000,78.32,599070
2021-10-20 16:13:40.000,30383,2021-10-20 00:00:00.000,58.75,598060
2021-10-20 16:15:27.000,30567,2021-10-20 00:00:00.000,58.75,598868
2021-10-20 16:13:40.000,30420,2021-10-20 00:00:00.000,58.75,598063
2021-10-20 16:15:29.000,31448,2021-10-20 00:00:00.000,78.32,598888
2021-10-20 16:13:35.000,33440,2021-10-20 00:00:00.000,78.32,598029
2021-10-20 16:14:24.000,33053,2021-10-20 00:00:00.000,81.59,598380
2021-10-20 16:13:40.000,31125,2021-10-20 00:00:00.000,58.75,598061
2021-10-20 16:14:10.000,33742,2021-10-20 00:00:00.000,100.08,598276
2021-10-20 16:15:45.000,31136,2021-10-20 00:00:00.000,117.49,598943
2021-10-20 16:15:39.000,33370,2021-10-20 00:00:00.000,58.75,598922
2021-10-20 16:13:40.000,31299,2021-10-20 00:00:00.000,91.19,598058
2021-10-20 16:17:31.000,31422,2021-10-20 00:00:00.000,78.32,599389
2021-10-20 16:20:06.000,33415,2021-10-20 00:00:00.000,143.58,600182
2021-10-20 19:07:29.000,33180,2021-10-20 00:00:00.000,100.65,600956
2021-10-20 19:07:00.000,32675,2021-10-20 00:00:00.000,59.09,600698
2021-10-20 19:07:07.000,33672,2021-10-20 00:00:00.000,100.65,600788
2021-10-20 19:08:25.000,32317,2021-10-20 00:00:00.000,59.09,601264
2021-10-20 19:08:41.000,32806,2021-10-20 00:00:00.000,78.77,601352
2021-10-20 19:07:16.000,31985,2021-10-20 00:00:00.000,144.41,600877
2021-10-20 19:08:34.000,32166,2021-10-20 00:00:00.000,59.09,601314
2021-10-20 19:08:43.000,32666,2021-10-20 00:00:00.000,100.65,601364
2021-10-20 19:06:59.000,32896,2021-10-20 00:00:00.000,144.41,600691
2021-10-20 19:07:15.000,32288,2021-10-20 00:00:00.000,59.09,600870
2021-10-20 19:06:59.000,33042,2021-10-20 00:00:00.000,78.77,600692
2021-10-20 19:07:07.000,33483,2021-10-20 00:00:00.000,78.77,600792
2021-10-20 19:07:40.000,32487,2021-10-20 00:00:00.000,120.34,601015
2021-10-20 19:07:00.000,32824,2021-10-20 00:00:00.000,183.78,600702
2021-10-20 19:06:59.000,33396,2021-10-20 00:00:00.000,78.77,600694
2021-10-20 19:07:49.000,32809,2021-10-20 00:00:00.000,100.65,601064
2021-10-20 19:07:29.000,32301,2021-10-20 00:00:00.000,113.23,600957
2021-10-20 19:07:34.000,32859,2021-10-20 00:00:00.000,59.09,600984
2021-10-20 19:07:43.000,33446,2021-10-20 00:00:00.000,59.09,601027
2021-10-20 19:07:00.000,33602,2021-10-20 00:00:00.000,144.41,600703
2021-10-21 16:12:37.000,33311,2021-10-21 00:00:00.000,100.08,602016
2021-10-21 16:13:17.000,32601,2021-10-21 00:00:00.000,143.58,602507
2021-10-21 16:12:39.000,31864,2021-10-21 00:00:00.000,58.75,602037
2021-10-21 16:12:40.000,31141,2021-10-21 00:00:00.000,78.32,602050
2021-10-21 16:12:41.000,30076,2021-10-21 00:00:00.000,0,602066
2021-10-21 16:13:46.000,32901,2021-10-21 00:00:00.000,58.75,602877
2021-10-21 16:15:32.000,29852,2021-10-21 00:00:00.000,84.86,603692
2021-10-21 16:13:12.000,33654,2021-10-21 00:00:00.000,100.08,602448
2021-10-21 16:18:22.000,30697,2021-10-21 00:00:00.000,58.75,604762
2021-10-21 16:13:36.000,33754,2021-10-21 00:00:00.000,100.08,602771
2021-10-21 16:13:20.000,31954,2021-10-21 00:00:00.000,228.45,602548
2021-10-21 16:12:39.000,31804,2021-10-21 00:00:00.000,100.08,602040
2021-10-21 16:14:19.000,32856,2021-10-21 00:00:00.000,78.32,603208
2021-10-21 16:16:06.000,29948,2021-10-21 00:00:00.000,58.75,603920
2021-10-21 16:16:01.000,30132,2021-10-21 00:00:00.000,143.58,603886
2021-10-21 16:17:59.000,31270,2021-10-21 00:00:00.000,0,604611
2021-10-21 16:19:37.000,32313,2021-10-21 00:00:00.000,78.32,605250
2021-10-21 16:17:58.000,32706,2021-10-21 00:00:00.000,58.75,604602
2021-10-21 16:15:11.000,31602,2021-10-21 00:00:00.000,100.08,603560
2021-10-21 16:18:18.000,30812,2021-10-21 00:00:00.000,58.75,604730
2021-10-21 16:12:41.000,29978,2021-10-21 00:00:00.000,78.32,602070
2021-10-21 16:13:13.000,30116,2021-10-21 00:00:00.000,65.27,602458
2021-10-21 16:13:49.000,30144,2021-10-21 00:00:00.000,91.37,602916
2021-10-21 16:14:40.000,30330,2021-10-21 00:00:00.000,78.32,603365
2021-10-21 16:16:40.000,31039,2021-10-21 00:00:00.000,58.75,604119
2021-10-21 16:12:39.000,31874,2021-10-21 00:00:00.000,78.32,602044
2021-10-21 16:12:39.000,31776,2021-10-21 00:00:00.000,78.32,602036
2021-10-21 16:15:52.000,33342,2021-10-21 00:00:00.000,100.08,603825
2021-10-21 16:12:41.000,30353,2021-10-21 00:00:00.000,78.32,602062
2021-10-21 16:12:39.000,31581,2021-10-21 00:00:00.000,58.75,602041
2021-10-21 16:19:09.000,32084,2021-10-21 00:00:00.000,58.75,605073
2021-10-21 16:12:37.000,32932,2021-10-21 00:00:00.000,78.32,602021
2021-10-21 16:16:17.000,31431,2021-10-21 00:00:00.000,78.32,603982
2021-10-21 16:14:53.000,29923,2021-10-21 00:00:00.000,78.32,603453
2021-10-21 16:18:59.000,32694,2021-10-21 00:00:00.000,78.32,605005
2021-10-21 16:12:38.000,32765,2021-10-21 00:00:00.000,78.32,602028
2021-10-21 16:19:04.000,32816,2021-10-21 00:00:00.000,72.84,605044
2021-10-21 16:12:36.000,33491,2021-10-21 00:00:00.000,58.75,602007
2021-10-21 16:13:43.000,30309,2021-10-21 00:00:00.000,44.06,602842
2021-10-21 16:12:37.000,33215,2021-10-21 00:00:00.000,78.32,602019
2021-10-21 16:12:38.000,33062,2021-10-21 00:00:00.000,58.75,602023
2021-10-21 16:19:36.000,33686,2021-10-21 00:00:00.000,147.92,605240
2021-10-21 16:12:37.000,33438,2021-10-21 00:00:00.000,78.32,602022
2021-10-21 16:19:41.000,30337,2021-10-21 00:00:00.000,133.8,605275
2021-10-21 16:12:40.000,30648,2021-10-21 00:00:00.000,100.08,602054
2021-10-21 16:15:11.000,32988,2021-10-21 00:00:00.000,116.37,603562
2021-10-21 16:13:41.000,30189,2021-10-21 00:00:00.000,100.08,602815
2021-10-21 16:12:38.000,32876,2021-10-21 00:00:00.000,78.32,602025
2021-10-21 16:14:05.000,30031,2021-10-21 00:00:00.000,182.74,603059
2021-10-21 16:16:54.000,30179,2021-10-21 00:00:00.000,78.32,604203
2021-10-21 16:14:01.000,32478,2021-10-21 00:00:00.000,182.74,603028
2021-10-21 16:16:05.000,31266,2021-10-21 00:00:00.000,91.38,603912
2021-10-21 16:17:56.000,32240,2021-10-21 00:00:00.000,100.08,604593
2021-10-21 16:12:38.000,32485,2021-10-21 00:00:00.000,65.27,602029
2021-10-21 16:13:22.000,32479,2021-10-21 00:00:00.000,103.34,602584
2021-10-21 16:12:39.000,31961,2021-10-21 00:00:00.000,100.08,602043
2021-10-21 16:19:04.000,30085,2021-10-21 00:00:00.000,58.75,605039
2021-10-21 16:14:21.000,33091,2021-10-21 00:00:00.000,58.75,603235
2021-10-21 16:15:40.000,32256,2021-10-21 00:00:00.000,67.46,603743
2021-10-21 16:13:15.000,30142,2021-10-21 00:00:00.000,78.32,602486
2021-10-21 16:12:41.000,30138,2021-10-21 00:00:00.000,100.08,602068
2021-10-21 16:16:02.000,32446,2021-10-21 00:00:00.000,78.32,603891
2021-10-21 16:13:14.000,30345,2021-10-21 00:00:00.000,115.32,602472
2021-10-21 16:13:22.000,32158,2021-10-21 00:00:00.000,125.1,602579
2021-10-21 16:14:43.000,31097,2021-10-21 00:00:00.000,78.32,603383
2021-10-21 16:16:39.000,30868,2021-10-21 00:00:00.000,78.32,604111
2021-10-21 16:12:41.000,30774,2021-10-21 00:00:00.000,78.32,602060
2021-10-21 16:17:18.000,33346,2021-10-21 00:00:00.000,58.75,604355
2021-10-21 16:13:31.000,31751,2021-10-21 00:00:00.000,78.32,602701
2021-10-21 16:12:39.000,32844,2021-10-21 00:00:00.000,58.75,602033
2021-10-21 16:14:21.000,32120,2021-10-21 00:00:00.000,58.75,603240
2021-10-21 16:16:45.000,32119,2021-10-21 00:00:00.000,78.32,604145
2021-10-21 16:19:03.000,31800,2021-10-21 00:00:00.000,78.32,605031
2021-10-21 16:17:53.000,32300,2021-10-21 00:00:00.000,100.08,604575
2021-10-21 16:12:40.000,30543,2021-10-21 00:00:00.000,100.08,602056
2021-10-21 16:17:40.000,31461,2021-10-21 00:00:00.000,102.27,604497
2021-10-21 16:12:40.000,30506,2021-10-21 00:00:00.000,0,602052
2021-10-21 16:12:39.000,31009,2021-10-21 00:00:00.000,171.31,602042
2021-10-21 16:13:58.000,29970,2021-10-21 00:00:00.000,104.43,603004
2021-10-21 16:12:39.000,31420,2021-10-21 00:00:00.000,58.75,602039
2021-10-21 16:12:40.000,30692,2021-10-21 00:00:00.000,78.32,602053
2021-10-21 16:12:41.000,30485,2021-10-21 00:00:00.000,100.08,602057
2021-10-21 16:17:46.000,33258,2021-10-21 00:00:00.000,143.58,604529
2021-10-21 16:14:16.000,31196,2021-10-21 00:00:00.000,100.08,603169
2021-10-21 16:12:38.000,32584,2021-10-21 00:00:00.000,58.75,602030
2021-10-21 16:12:38.000,32647,2021-10-21 00:00:00.000,143.58,602026
2021-10-21 16:13:28.000,31204,2021-10-21 00:00:00.000,58.75,602662
2021-10-21 16:19:23.000,32341,2021-10-21 00:00:00.000,91.92,605157
