CREATEDAT,DELIVERYDATE,ID,INVOICEID,USERID
2021-08-06 21:13:04.000,2021-08-09 00:00:00.000,820568,467597,33063
2021-08-05 19:37:01.000,2021-08-09 00:00:00.000,817108,469045,30935
2021-08-06 21:13:04.000,2021-08-09 00:00:00.000,820571,467594,33066
2021-08-06 19:54:05.000,2021-08-09 00:00:00.000,819949,468134,30725
2021-07-30 14:09:41.000,2021-08-09 00:00:00.000,803477,470485,33078
2021-08-06 21:12:05.000,2021-08-09 00:00:00.000,820513,467649,30575
2021-08-06 21:12:47.000,2021-08-09 00:00:00.000,820553,467607,32219
2021-08-03 17:32:40.000,2021-08-09 00:00:00.000,812786,469775,33552
2021-08-04 16:05:47.000,2021-08-09 00:00:00.000,814625,469487,33574
2021-07-28 01:38:47.000,2021-08-09 00:00:00.000,798235,470656,30181
2021-08-06 21:12:18.000,2021-08-09 00:00:00.000,820529,467640,31111
2021-08-05 23:40:43.000,2021-08-09 00:00:00.000,818049,468920,30219
2021-07-30 17:03:00.000,2021-08-09 00:00:00.000,803953,471774,33414
2021-08-06 21:12:51.000,2021-08-09 00:00:00.000,820559,467602,32575
2021-08-06 21:12:06.000,2021-08-09 00:00:00.000,820518,467647,30692
2021-08-02 15:10:28.000,2021-08-09 00:00:00.000,810196,470121,32856
2021-08-07 00:01:13.000,2021-08-09 00:00:00.000,821132,471091,33806
2021-08-06 15:32:05.000,2021-08-09 00:00:00.000,819331,468437,33489
2021-08-06 21:12:59.000,2021-08-09 00:00:00.000,820564,467600,33729
2021-08-05 21:38:14.000,2021-08-09 00:00:00.000,817810,468983,30857
2021-07-27 00:27:32.000,2021-08-09 00:00:00.000,796217,470744,32114
2021-08-06 14:11:20.000,2021-08-09 00:00:00.000,819062,468619,32759
2021-07-31 02:47:46.000,2021-08-09 00:00:00.000,805880,471746,33151
2021-08-02 12:28:56.000,2021-08-09 00:00:00.000,809968,470141,32496
2021-08-06 02:14:55.000,2021-08-09 00:00:00.000,818447,468840,32608
2021-07-31 11:32:27.000,2021-08-09 00:00:00.000,806111,470366,32110
2021-08-06 21:12:06.000,2021-08-09 00:00:00.000,820520,467645,30454
2021-08-06 21:12:36.000,2021-08-09 00:00:00.000,820543,467621,32158
2021-08-06 15:43:41.000,2021-08-09 00:00:00.000,819373,468405,30748
2021-08-06 21:12:39.000,2021-08-09 00:00:00.000,820550,467614,32131
2021-08-06 21:11:55.000,2021-08-09 00:00:00.000,820503,467659,30330
2021-08-02 18:34:32.000,2021-08-09 00:00:00.000,810546,470086,30358
2021-08-01 21:55:58.000,2021-08-09 00:00:00.000,809135,470202,31891
2021-07-28 15:55:02.000,2021-08-09 00:00:00.000,798912,471815,32129
2021-08-03 22:01:45.000,2021-08-09 00:00:00.000,813454,469701,32662
2021-08-05 21:37:40.000,2021-08-09 00:00:00.000,817808,468982,32411
2021-08-06 21:12:25.000,2021-08-09 00:00:00.000,820533,467628,31420
2021-08-04 12:34:01.000,2021-08-09 00:00:00.000,814403,469535,30098
2021-08-04 16:47:57.000,2021-08-09 00:00:00.000,814688,469475,32584
2021-08-06 21:12:47.000,2021-08-09 00:00:00.000,820554,467606,32399
2021-08-03 03:25:48.000,2021-08-09 00:00:00.000,811804,469940,32706
2021-07-27 22:50:14.000,2021-08-09 00:00:00.000,797907,470664,32884
2021-08-04 21:49:30.000,2021-08-09 00:00:00.000,815176,469393,32948
2021-08-06 21:12:16.000,2021-08-09 00:00:00.000,820526,467641,30862
2021-08-05 12:22:28.000,2021-08-09 00:00:00.000,816222,469211,33285
2021-08-05 18:36:25.000,2021-08-09 00:00:00.000,817010,469063,33166
2021-08-06 13:59:53.000,2021-08-09 00:00:00.000,819026,468650,31965
2021-08-02 22:44:14.000,2021-08-09 00:00:00.000,811239,470030,33085
2021-08-06 14:10:29.000,2021-08-09 00:00:00.000,819059,468634,30289
2021-08-04 00:44:16.000,2021-08-09 00:00:00.000,813790,469633,31978
2021-07-29 19:52:05.000,2021-08-09 00:00:00.000,801453,470545,33346
2021-07-29 19:53:16.000,2021-08-09 00:00:00.000,801457,470546,32767
2021-08-06 21:12:52.000,2021-08-09 00:00:00.000,820561,467604,32323
2021-08-06 21:13:03.000,2021-08-09 00:00:00.000,820566,467598,33062
2021-08-03 03:47:06.000,2021-08-09 00:00:00.000,811842,469934,31518
2021-08-06 21:12:39.000,2021-08-09 00:00:00.000,820549,467615,32025
2021-08-05 00:40:50.000,2021-08-09 00:00:00.000,815564,469318,30832
2021-08-06 22:52:53.000,2021-08-09 00:00:00.000,821045,,33161
2021-08-06 14:28:28.000,2021-08-09 00:00:00.000,819131,468577,31804
2021-08-06 21:13:16.000,2021-08-09 00:00:00.000,820582,467579,33771
2021-08-06 21:12:38.000,2021-08-09 00:00:00.000,820547,467617,32147
2021-08-06 20:22:49.000,2021-08-09 00:00:00.000,820005,468105,30642
2021-07-25 16:52:17.000,2021-08-09 00:00:00.000,793443,470836,30054
2021-08-06 14:11:34.000,2021-08-09 00:00:00.000,819063,468625,30137
2021-08-02 21:36:41.000,2021-08-09 00:00:00.000,811119,470047,33196
2021-08-06 21:12:51.000,2021-08-09 00:00:00.000,820560,467605,32192
2021-08-06 21:12:27.000,2021-08-09 00:00:00.000,820540,467632,31898
2021-07-31 22:14:28.000,2021-08-09 00:00:00.000,807178,470306,33635
2021-07-29 22:50:26.000,2021-08-09 00:00:00.000,802315,470529,31462
2021-08-06 14:09:30.000,2021-08-09 00:00:00.000,819055,468622,30478
2021-08-06 14:03:19.000,2021-08-09 00:00:00.000,819035,468644,32789
2021-08-06 21:12:26.000,2021-08-09 00:00:00.000,820534,467629,31431
2021-07-31 02:08:12.000,2021-08-09 00:00:00.000,805835,471748,33847
2021-07-25 21:16:33.000,2021-08-09 00:00:00.000,794179,470817,31048
2021-08-05 17:05:49.000,2021-08-09 00:00:00.000,816823,469097,33531
2021-08-06 20:33:49.000,2021-08-09 00:00:00.000,820031,,31140
2021-07-27 16:19:39.000,2021-08-09 00:00:00.000,797073,470701,29970
2021-08-06 21:12:47.000,2021-08-09 00:00:00.000,820558,467610,32751
2021-07-28 23:55:16.000,2021-08-09 00:00:00.000,799645,470597,33033
2021-07-28 11:23:30.000,2021-08-09 00:00:00.000,798658,470637,31963
2021-08-04 20:01:14.000,2021-08-09 00:00:00.000,814976,469423,32485
2021-08-06 21:12:05.000,2021-08-09 00:00:00.000,820514,467652,30571
2021-08-06 14:45:39.000,2021-08-09 00:00:00.000,819190,468535,33372
2021-08-06 19:41:00.000,2021-08-09 00:00:00.000,819922,468149,32637
2021-08-02 20:58:50.000,2021-08-09 00:00:00.000,810858,470044,29991
2021-08-06 19:23:19.000,2021-08-09 00:00:00.000,819874,468169,32163
2021-08-06 14:34:11.000,2021-08-09 00:00:00.000,819155,468560,30135
2021-08-05 16:30:53.000,2021-08-09 00:00:00.000,816738,469111,32197
2021-08-06 19:28:13.000,2021-08-16 00:00:00.000,819890,,32163
2021-07-29 22:59:01.000,2021-08-09 00:00:00.000,802328,470530,29819
2021-08-05 12:18:26.000,2021-08-09 00:00:00.000,816215,469220,33754
2021-08-06 21:13:04.000,2021-08-09 00:00:00.000,820569,467595,33071
2021-08-07 00:01:13.000,2021-08-09 00:00:00.000,821131,471090,32511
2021-08-06 21:12:06.000,2021-08-09 00:00:00.000,820519,467648,30712
2021-07-31 01:04:29.000,2021-08-09 00:00:00.000,805722,471753,32482
2021-08-06 21:12:15.000,2021-08-09 00:00:00.000,820523,467638,30992
2021-08-06 21:11:45.000,2021-08-09 00:00:00.000,820499,467669,30042
2021-08-06 14:42:07.000,2021-08-09 00:00:00.000,819182,468540,31613
2021-08-06 21:12:17.000,2021-08-09 00:00:00.000,820528,467635,31163
2021-08-06 21:11:45.000,2021-08-09 00:00:00.000,820498,467663,29817
2021-08-06 16:19:06.000,2021-08-09 00:00:00.000,819464,471182,32625
2021-08-06 21:12:16.000,2021-08-09 00:00:00.000,820525,467639,31195
2021-08-06 16:35:13.000,2021-08-09 00:00:00.000,819523,468339,29943
2021-08-01 13:47:36.000,2021-08-09 00:00:00.000,807887,470258,33103
2021-07-28 14:14:11.000,2021-08-09 00:00:00.000,798778,470627,33278
2021-07-28 23:17:24.000,2021-08-09 00:00:00.000,799579,470605,31683
2021-08-03 16:11:49.000,2021-08-09 00:00:00.000,812438,469847,32694
2021-08-06 21:12:07.000,2021-08-09 00:00:00.000,820521,467643,30506
2021-08-06 15:44:48.000,2021-08-09 00:00:00.000,819376,468403,30235
2021-08-02 03:59:34.000,2021-08-09 00:00:00.000,809738,470164,30055
2021-08-02 21:24:47.000,2021-08-09 00:00:00.000,811104,470036,33091
2021-08-02 23:13:04.000,2021-08-09 00:00:00.000,811306,470009,32983
2021-08-06 19:01:43.000,2021-08-09 00:00:00.000,819831,468196,32446
2021-08-06 21:11:46.000,2021-08-09 00:00:00.000,820501,467661,29882
2021-08-05 23:18:57.000,2021-08-09 00:00:00.000,818007,468930,30569
2021-08-04 20:53:49.000,2021-08-09 00:00:00.000,815066,469409,31039
2021-08-06 21:12:28.000,2021-08-09 00:00:00.000,820541,467624,31608
2021-08-06 21:12:47.000,2021-08-09 00:00:00.000,820555,467609,32422
2021-08-03 22:15:34.000,2021-08-09 00:00:00.000,813486,469697,31238
2021-08-06 21:11:55.000,2021-08-09 00:00:00.000,820505,467655,30158
2021-08-06 21:12:18.000,2021-08-09 00:00:00.000,820531,467630,31271
2021-08-06 14:31:39.000,2021-08-09 00:00:00.000,819145,468569,29891
2021-08-06 21:12:47.000,2021-08-09 00:00:00.000,820556,467603,32917
2021-08-03 16:37:08.000,2021-08-09 00:00:00.000,812581,469823,32940
2021-08-06 14:15:27.000,2021-08-09 00:00:00.000,819079,468613,30189
2021-08-06 17:13:26.000,2021-08-09 00:00:00.000,819618,471158,32337
2021-08-02 19:55:09.000,2021-08-09 00:00:00.000,810714,470063,30964
2021-08-03 16:26:49.000,2021-08-09 00:00:00.000,812503,469840,30379
2021-08-05 23:58:31.000,2021-08-09 00:00:00.000,818083,468909,30164
2021-07-30 04:58:41.000,2021-08-09 00:00:00.000,803090,470501,32454
2021-08-02 15:07:31.000,2021-08-09 00:00:00.000,810189,470122,32486
2021-08-03 14:56:55.000,2021-08-09 00:00:00.000,812221,469883,30314
2021-08-06 14:23:17.000,2021-08-09 00:00:00.000,819107,468585,33223
2021-08-03 15:57:12.000,2021-08-09 00:00:00.000,812390,469851,30298
2021-08-04 17:52:37.000,2021-08-09 00:00:00.000,814783,469449,33126
2021-08-06 14:11:58.000,2021-08-09 00:00:00.000,819067,468620,30127
2021-08-06 21:12:26.000,2021-08-09 00:00:00.000,820536,467625,31416
2021-08-06 16:48:31.000,2021-08-09 00:00:00.000,819556,471165,32101
2021-07-30 15:41:36.000,2021-08-09 00:00:00.000,803742,470474,32211
2021-08-06 14:19:16.000,2021-08-09 00:00:00.000,819090,468604,30144
2021-08-05 20:32:15.000,2021-08-09 00:00:00.000,817196,469011,31776
2021-08-05 14:38:14.000,2021-08-09 00:00:00.000,816487,469172,31079
2021-08-05 14:35:03.000,2021-08-09 00:00:00.000,816478,471380,33121
2021-08-05 14:12:28.000,2021-08-09 00:00:00.000,816422,469181,33342
2021-08-02 20:26:12.000,2021-08-09 00:00:00.000,810790,470052,30436
2021-08-06 19:04:09.000,2021-08-09 00:00:00.000,819843,468190,33473
2021-08-06 20:21:06.000,2021-08-09 00:00:00.000,819999,468102,30138
2021-08-06 17:56:40.000,2021-08-09 00:00:00.000,819711,468261,32594
2021-08-06 21:13:04.000,2021-08-09 00:00:00.000,820570,467596,33491
2021-08-05 15:04:56.000,2021-08-09 00:00:00.000,816553,469155,33776
2021-08-06 21:12:59.000,2021-08-09 00:00:00.000,820563,467611,33553
2021-08-03 10:48:38.000,2021-08-09 00:00:00.000,812033,469913,30536
2021-08-04 16:21:37.000,2021-08-09 00:00:00.000,814648,469486,33852
2021-08-06 21:12:39.000,2021-08-09 00:00:00.000,820551,467612,32132
2021-08-06 17:51:49.000,2021-08-09 00:00:00.000,819699,468267,33747
2021-08-06 19:32:29.000,2021-08-09 00:00:00.000,819897,468160,32525
2021-08-06 15:42:30.000,2021-08-09 00:00:00.000,819368,468411,32765
2021-08-04 02:02:33.000,2021-08-09 00:00:00.000,813952,469605,30345
2021-08-06 14:28:00.000,2021-08-09 00:00:00.000,819127,468579,31602
2021-08-06 14:05:45.000,2021-08-09 00:00:00.000,819044,468637,32216
2021-08-01 22:15:17.000,2021-08-09 00:00:00.000,809176,470204,31270
2021-08-02 04:25:09.000,2021-08-09 00:00:00.000,809787,470157,31206
2021-08-06 21:13:03.000,2021-08-09 00:00:00.000,820567,467608,33056
2021-08-03 02:14:06.000,2021-08-09 00:00:00.000,811702,469956,33413
2021-08-06 21:12:05.000,2021-08-09 00:00:00.000,820516,467644,30611
2021-08-06 21:11:56.000,2021-08-09 00:00:00.000,820511,467651,30416
2021-08-06 16:30:21.000,2021-08-09 00:00:00.000,819502,471170,33562
2021-08-06 21:12:26.000,2021-08-09 00:00:00.000,820535,467627,31581
2021-08-06 14:01:36.000,2021-08-09 00:00:00.000,819029,468646,32236
2021-08-04 04:58:12.000,2021-08-09 00:00:00.000,814217,471517,32301
2021-08-03 15:20:15.000,2021-08-09 00:00:00.000,812260,469873,33094
2021-08-06 17:39:57.000,2021-08-09 00:00:00.000,819678,468276,33438
2021-08-04 03:39:36.000,2021-08-09 00:00:00.000,814115,469581,30283
2021-08-06 21:12:37.000,2021-08-09 00:00:00.000,820545,467619,31961
2021-08-05 15:24:41.000,2021-08-09 00:00:00.000,816607,469140,31867
2021-08-05 17:28:24.000,2021-08-09 00:00:00.000,816867,469092,31980
2021-08-03 18:46:52.000,2021-08-09 00:00:00.000,813008,471574,33043
2021-08-06 15:44:58.000,2021-08-09 00:00:00.000,819378,468401,33165
2021-08-06 22:10:17.000,2021-08-16 00:00:00.000,820995,,30288
2021-08-02 17:00:29.000,2021-08-09 00:00:00.000,810396,470098,30309
2021-08-06 21:12:27.000,2021-08-09 00:00:00.000,820539,467626,31684
2021-07-31 22:25:52.000,2021-08-09 00:00:00.000,807193,470305,32239
2021-08-06 21:12:18.000,2021-08-09 00:00:00.000,820530,467634,31069
2021-08-06 21:12:47.000,2021-08-09 00:00:00.000,820557,467601,32818
2021-08-05 14:40:48.000,2021-08-09 00:00:00.000,816491,469171,32256
2021-08-06 14:03:47.000,2021-08-09 00:00:00.000,819036,468643,31767
2021-08-05 16:47:48.000,2021-08-09 00:00:00.000,816784,469106,33627
2021-08-06 16:16:13.000,2021-08-09 00:00:00.000,819458,471179,32893
2021-07-27 18:12:07.000,2021-08-09 00:00:00.000,797323,470695,32685
2021-08-06 22:13:40.000,2021-08-16 00:00:00.000,821001,,30288
2021-08-06 21:12:17.000,2021-08-09 00:00:00.000,820527,467631,31288
2021-08-01 14:15:37.000,2021-08-09 00:00:00.000,807941,470251,33258
2021-08-06 21:13:03.000,2021-08-09 00:00:00.000,820565,467599,33379
2021-08-05 01:53:44.000,2021-08-09 00:00:00.000,815714,469281,30116
2021-08-05 23:43:01.000,2021-08-09 00:00:00.000,818053,468916,33215
2021-07-31 05:15:20.000,2021-08-09 00:00:00.000,805994,470378,30902
2021-08-06 21:13:14.000,2021-08-09 00:00:00.000,820576,467589,33815
2021-08-03 15:27:28.000,2021-08-09 00:00:00.000,812277,469868,33661
2021-08-05 01:08:48.000,2021-08-09 00:00:00.000,815619,469308,32901
2021-08-06 21:11:45.000,2021-08-09 00:00:00.000,820495,467667,29962
2021-07-26 12:52:21.000,2021-08-09 00:00:00.000,794980,470799,31461
2021-08-06 14:23:09.000,2021-08-09 00:00:00.000,819106,468589,30812
2021-08-06 18:29:57.000,2021-08-09 00:00:00.000,819776,468232,33550
2021-08-03 16:47:40.000,2021-08-09 00:00:00.000,812626,469810,30581
2021-07-29 14:47:52.000,2021-08-09 00:00:00.000,800757,470570,32164
2021-08-05 13:50:32.000,2021-08-09 00:00:00.000,816363,469188,32156
2021-08-03 23:58:47.000,2021-08-09 00:00:00.000,813699,469651,30086
2021-08-04 07:00:41.000,2021-08-09 00:00:00.000,814292,469553,33586
2021-08-03 16:53:39.000,2021-08-09 00:00:00.000,812649,469800,33230
2021-08-02 13:31:55.000,2021-08-09 00:00:00.000,810021,470137,33682
2021-08-06 14:28:10.000,2021-08-09 00:00:00.000,819129,468575,30226
2021-08-02 16:32:03.000,2021-08-09 00:00:00.000,810350,470104,29945
2021-07-29 23:58:54.000,2021-08-09 00:00:00.000,802457,470525,30945
2021-08-06 12:02:52.000,2021-08-09 00:00:00.000,818859,468751,33354
2021-08-05 17:11:17.000,2021-08-09 00:00:00.000,816838,469095,32831
2021-08-06 21:12:36.000,2021-08-09 00:00:00.000,820544,467620,32120
2021-07-28 13:08:10.000,2021-08-09 00:00:00.000,798720,470631,30335
2021-07-29 12:07:47.000,2021-08-09 00:00:00.000,800371,470580,31751
2021-08-03 22:14:21.000,2021-08-09 00:00:00.000,813483,469692,30420
2021-08-06 15:42:58.000,2021-08-09 00:00:00.000,819370,468412,33029
2021-08-05 17:26:50.000,2021-08-09 00:00:00.000,816864,471362,33760
2021-08-03 19:15:48.000,2021-08-09 00:00:00.000,813064,469745,29920
2021-07-30 13:18:08.000,2021-08-09 00:00:00.000,803361,470489,32736
2021-08-04 23:32:20.000,2021-08-09 00:00:00.000,815409,469342,33581
2021-08-06 21:12:05.000,2021-08-09 00:00:00.000,820515,467646,30533
2021-08-06 21:12:18.000,2021-08-09 00:00:00.000,820532,467636,31259
2021-08-06 20:11:20.000,2021-08-16 00:00:00.000,819978,,33161
2021-08-06 21:12:46.000,2021-08-09 00:00:00.000,820552,467613,32189
2021-07-25 14:15:35.000,2021-08-09 00:00:00.000,793180,470850,31351
2021-08-06 00:25:29.000,2021-08-09 00:00:00.000,818239,468892,31204
2021-08-05 21:22:54.000,2021-08-09 00:00:00.000,817775,468997,33724
2021-08-06 21:12:26.000,2021-08-09 00:00:00.000,820538,467622,31506
2021-08-04 01:32:14.000,2021-08-09 00:00:00.000,813897,469619,31954
2021-08-06 16:02:19.000,2021-08-09 00:00:00.000,819422,468391,30648
2021-08-07 02:03:04.000,2021-08-19 00:00:00.000,821439,,32326
2021-08-07 18:13:04.000,2021-08-22 00:00:00.000,822162,,32790
2021-08-07 13:48:37.000,2021-08-17 00:00:00.000,821790,,31345
2021-08-07 18:08:47.000,2021-08-17 00:00:00.000,822151,,31223
2021-08-07 14:40:20.000,2021-08-16 00:00:00.000,821882,,30945
2021-08-06 12:42:52.000,2021-08-10 00:00:00.000,818893,472477,32314
2021-08-04 15:58:18.000,2021-08-10 00:00:00.000,814616,472643,32679
2021-07-26 16:24:59.000,2021-08-10 00:00:00.000,795254,472920,32341
2021-07-31 14:03:50.000,2021-08-10 00:00:00.000,806272,472837,33365
2021-08-07 21:04:09.000,2021-08-10 00:00:00.000,822508,471989,31023
2021-08-07 21:04:20.000,2021-08-10 00:00:00.000,822520,471975,31478
2021-08-07 23:52:56.000,2021-08-24 00:00:00.000,822886,,32805
2021-08-06 16:37:32.000,2021-08-10 00:00:00.000,819532,472456,30585
2021-08-07 22:00:32.000,2021-08-16 00:00:00.000,822746,,32163
2021-08-07 21:04:20.000,2021-08-10 00:00:00.000,822519,471976,33228
2021-08-07 13:45:50.000,2021-08-10 00:00:00.000,821783,472283,31274
2021-08-04 20:16:17.000,2021-08-10 00:00:00.000,815004,472626,32793
2021-08-07 13:28:39.000,2021-08-10 00:00:00.000,821748,472301,31840
2021-07-25 18:42:06.000,2021-08-10 00:00:00.000,793606,471847,29821
2021-08-07 18:12:49.000,2021-08-10 00:00:00.000,822159,472147,33277
2021-08-07 18:02:03.000,2021-08-10 00:00:00.000,822145,472153,31667
2021-08-07 21:04:05.000,2021-08-10 00:00:00.000,822503,471992,30291
2021-08-07 20:58:13.000,2021-08-10 00:00:00.000,822395,472093,32647
2021-08-06 16:00:59.000,2021-08-10 00:00:00.000,819414,472460,31579
2021-08-07 20:36:21.000,2021-08-22 00:00:00.000,822353,,32849
2021-08-05 02:02:40.000,2021-08-10 00:00:00.000,815728,472594,33502
2021-07-29 18:34:12.000,2021-08-10 00:00:00.000,801285,472884,29916
2021-08-07 19:48:51.000,2021-08-10 00:00:00.000,822298,472112,33198
2021-08-07 13:43:37.000,2021-08-10 00:00:00.000,821778,472277,32280
2021-07-31 13:50:23.000,2021-08-10 00:00:00.000,806249,472843,32972
2021-08-02 22:58:31.000,2021-08-10 00:00:00.000,811268,472744,32935
2021-08-07 21:04:10.000,2021-08-10 00:00:00.000,822511,471982,30514
2021-08-07 21:04:20.000,2021-08-10 00:00:00.000,822515,471983,32259
2021-08-07 20:38:06.000,2021-08-10 00:00:00.000,822356,472107,32302
2021-08-07 17:20:27.000,2021-08-10 00:00:00.000,822085,472173,29952
2021-08-07 00:20:44.000,2021-08-10 00:00:00.000,821326,472384,32300
2021-08-07 21:04:20.000,2021-08-10 00:00:00.000,822517,471980,31402
2021-08-03 13:46:29.000,2021-08-10 00:00:00.000,812150,472715,32805
2021-08-07 21:04:20.000,2021-08-10 00:00:00.000,822514,471984,33294
2021-08-06 12:30:42.000,2021-08-10 00:00:00.000,818884,472476,32561
2021-07-27 10:56:03.000,2021-08-10 00:00:00.000,796644,472908,30418
2021-08-07 18:41:22.000,2021-08-10 00:00:00.000,822204,472130,31546
2021-08-07 18:08:12.000,2021-08-10 00:00:00.000,822150,472149,30598
