CREATEDAT,ID,ORDERCREATIONID
2021-03-22 07:00:28.000,125891,572630
2021-03-24 17:50:14.000,147290,577130
2021-03-23 21:00:23.000,144130,574174
2021-04-02 01:52:38.000,151252,576049
2021-03-23 10:00:25.000,137535,575325
2021-03-23 09:40:20.000,137215,572617
2021-03-23 08:00:15.000,136372,573530
2021-05-30 17:53:24.000,178971,690980
2021-03-23 19:20:25.000,143143,575802
2021-03-22 18:20:19.000,129897,572586
2021-03-23 02:00:21.000,133373,572664
2021-03-22 14:40:25.000,128484,573769
2021-03-23 08:00:15.000,136353,572804
2021-03-23 10:00:24.000,137429,573508
2021-03-22 10:20:23.000,126908,572560
2021-03-22 18:20:19.000,129947,573592
2021-03-15 19:17:41.000,105160,554669
2021-03-21 22:20:31.000,123593,572746
2021-03-22 23:00:28.000,132038,574116
2021-05-15 01:59:18.000,171255,663895
2021-03-21 22:00:33.000,123519,572726
2021-03-22 10:00:23.000,126780,572227
2021-03-23 01:20:24.000,133145,574453
2021-03-18 14:40:33.000,112314,567288
2021-03-22 04:20:22.000,125167,573568
2021-04-09 15:30:25.000,154232,600983
2021-03-23 22:00:24.000,144843,575369
2021-03-23 16:40:17.000,141337,573101
2021-03-26 21:11:50.000,148909,581248
2021-03-23 09:40:21.000,137315,574469
2021-04-14 01:12:14.000,156181,607849
2021-03-24 07:00:27.000,146371,576837
2021-03-22 05:00:14.000,125319,572635
2021-03-23 06:00:23.000,135314,572621
2021-03-22 08:00:29.000,126231,573710
2021-03-23 23:20:22.000,145644,573693
2021-03-23 07:20:13.000,136006,572726
2021-03-22 19:40:32.000,130548,574382
2021-03-22 20:20:18.000,130737,572616
2021-03-23 01:00:15.000,132936,573807
2021-03-22 19:40:32.000,130474,572948
2021-03-23 23:20:23.000,145675,573972
2021-03-07 22:46:54.000,98774,553283
2021-03-23 09:20:19.000,137082,573673
2021-03-23 12:40:20.000,139005,575310
2021-03-06 23:59:30.000,98393,549676
2021-03-23 00:40:17.000,132753,572948
2021-03-21 13:00:28.000,121886,572386
2021-03-22 19:40:31.000,130437,572549
2021-03-10 04:19:19.000,100212,549346
2021-04-09 12:00:18.000,154081,601001
2021-04-09 13:30:27.000,154125,601001
2021-03-22 00:00:24.000,124018,572726
2021-03-22 20:00:14.000,130654,573895
2021-03-23 21:20:27.000,144271,572675
2021-03-23 03:00:26.000,133820,572486
2021-03-23 11:00:17.000,138007,573952
2021-03-04 14:29:30.000,97141,547545
2021-03-26 23:00:38.000,148978,580036
2021-03-22 19:40:32.000,130477,573064
2021-05-21 04:08:28.000,174169,673510
2021-03-23 05:40:22.000,135149,572630
2021-03-23 19:20:24.000,143006,573081
2021-03-23 02:20:15.000,133600,573990
2021-05-30 17:26:38.000,178959,688798
2021-03-23 16:40:17.000,141382,573954
2021-03-22 20:20:18.000,130802,573933
2021-03-23 13:20:19.000,139323,573954
2021-03-23 11:40:17.000,138401,574355
2021-03-22 14:20:27.000,128299,572573
2021-05-01 23:17:10.000,164619,637020
2021-03-22 21:00:22.000,131040,572635
2021-03-22 02:00:13.000,124507,572630
2021-04-17 16:39:37.000,158106,615352
2021-03-23 17:40:32.000,142088,575549
2021-03-23 05:00:17.000,134807,572587
2021-03-22 15:18:55.000,128662,567797
2021-03-31 11:35:38.000,150544,586799
2021-03-23 13:00:13.000,139145,574099
2021-03-23 16:00:18.000,140869,572404
2021-03-23 00:00:27.000,132483,573937
2021-03-22 18:40:22.000,130102,573924
2021-03-23 22:00:24.000,144864,576075
2021-03-22 20:40:20.000,130908,572726
2021-03-19 14:24:49.000,120048,569776
2021-04-02 20:57:09.000,151488,572214
2021-03-23 23:20:23.000,145657,573906
2021-03-23 10:40:16.000,137857,574508
2021-03-22 00:20:17.000,124071,572582
2021-03-23 15:20:19.000,140495,573161
2021-03-23 07:00:27.000,135867,573710
2021-03-23 05:00:17.000,134850,573300
2021-04-13 23:10:23.000,156118,603979
2021-03-23 22:40:22.000,145110,572386
2021-03-21 02:00:22.000,120879,572386
2021-04-04 15:39:12.000,152072,582246
2021-03-23 02:20:15.000,133558,573508
2021-03-23 07:00:27.000,135842,572913
2021-03-22 06:40:25.000,125830,573611
2021-04-16 01:15:07.000,157304,612046
2021-03-22 13:40:21.000,128108,573656
2021-03-23 01:20:24.000,133022,572404
2021-03-22 23:00:28.000,131984,573234
2021-05-23 12:55:19.000,175305,678260
2021-03-22 23:17:37.000,132064,569651
2021-03-22 23:00:28.000,131983,573209
2021-03-26 23:00:34.000,148958,580781
2021-03-15 00:06:54.000,104775,556677
2021-03-22 00:00:24.000,124038,573300
2021-03-21 11:00:19.000,121621,572467
2021-03-23 18:00:16.000,142199,573929
2021-03-22 07:20:25.000,125964,572447
2021-03-22 15:40:16.000,128852,573081
2021-03-23 17:40:31.000,141938,572664
2021-03-23 15:00:23.000,140308,573850
2021-03-23 03:00:26.000,133855,572746
2021-03-22 22:00:36.000,131524,573738
2021-04-16 20:32:19.000,157694,610705
2021-03-23 20:00:17.000,143535,575296
2021-03-23 00:20:20.000,132665,574265
2021-03-23 22:00:23.000,144694,572621
2021-03-23 15:40:21.000,140735,573914
2021-04-07 17:11:54.000,153249,586085
2021-04-16 23:01:33.000,157815,613152
2021-03-22 15:40:16.000,128904,573990
2021-03-23 12:20:15.000,138746,573933
2021-03-21 18:00:34.000,122635,572272
2021-04-16 03:43:21.000,157381,604267
2021-03-22 00:20:17.000,124104,572948
2021-03-21 17:00:31.000,122455,572565
2021-03-22 12:40:17.000,127716,572644
2021-03-23 00:00:27.000,132455,573551
2021-03-23 11:20:22.000,138155,573300
2021-03-23 18:00:16.000,142210,573964
2021-03-23 15:00:23.000,140388,575296
2021-03-22 19:00:23.000,130219,573656
2021-03-23 10:40:16.000,137786,573209
2021-03-23 23:20:22.000,145602,572625
2021-03-22 15:00:22.000,128534,572227
2021-03-22 13:20:25.000,127985,573551
2021-03-22 10:20:23.000,126923,572621
2021-03-23 12:20:14.000,138657,572386
2021-03-22 19:20:25.000,130375,573929
2021-03-22 08:20:14.000,126257,572315
2021-05-09 22:29:26.000,168656,643418
2021-03-23 22:00:24.000,144808,575012
2021-03-23 20:40:34.000,143873,573693
2021-03-23 10:20:12.000,137612,573551
2021-03-24 10:00:14.000,146478,576837
2021-03-22 16:00:28.000,128983,572804
2021-03-23 11:40:17.000,138422,575050
2021-03-22 13:00:31.000,127890,573933
2021-04-14 02:39:03.000,156214,607785
2021-03-31 23:24:12.000,150736,577168
2021-03-23 19:40:26.000,143265,573964
2021-03-21 23:40:30.000,123895,572252
2021-03-24 17:50:14.000,147259,576837
2021-03-23 08:20:17.000,136646,575314
2021-03-22 16:40:20.000,129214,572560
2021-04-28 15:14:55.000,162901,631130
2021-05-30 18:32:38.000,178986,681333
2021-03-22 19:40:31.000,130424,572333
2021-03-22 15:20:26.000,128766,573937
2021-03-23 02:20:14.000,133517,572601
2021-03-24 16:40:24.000,147095,576882
2021-03-22 18:20:19.000,129967,573919
2021-03-23 10:20:12.000,137601,573101
2021-03-21 03:00:44.000,120929,572404
2021-03-24 10:00:14.000,146476,576820
2021-03-03 04:33:22.000,96729,546344
2021-03-22 23:40:14.000,132245,572549
2021-03-22 17:00:35.000,129399,573530
2021-03-21 10:20:28.000,121563,572621
2021-03-21 11:40:30.000,121700,572386
2021-05-13 00:05:39.000,170039,647234
2021-03-22 14:00:27.000,128197,572664
2021-03-22 18:00:17.000,129805,573508
2021-04-05 03:37:32.000,152284,593471
2021-04-04 06:55:52.000,152013,584823
2021-03-22 03:00:23.000,124786,572804
2021-03-21 14:00:43.000,122069,572625
2021-03-21 07:00:34.000,121209,572486
2021-03-23 02:00:21.000,133366,572623
2021-03-22 21:40:25.000,131388,573926
2021-03-22 16:20:17.000,129065,572333
2021-03-23 14:40:12.000,140210,575492
2021-03-23 19:40:26.000,143249,573906
2021-03-22 13:00:31.000,127896,573949
2021-03-22 21:40:25.000,131295,572272
2021-03-23 10:20:12.000,137617,573656
2021-03-23 17:00:26.000,141564,573769
2021-03-22 05:40:22.000,125517,572726
2021-03-22 09:40:21.000,126772,573938
2021-03-23 09:20:19.000,137032,572599
2021-03-23 00:40:17.000,132743,572697
2021-03-23 01:40:20.000,133239,573300
2021-03-23 12:20:15.000,138780,574436
2021-03-18 16:24:58.000,113492,560985
2021-03-22 00:20:17.000,124112,573179
2021-05-04 16:30:03.000,165692,636684
2021-03-22 10:20:23.000,126984,573926
2021-03-23 20:00:16.000,143373,572315
2021-03-28 23:35:32.000,149713,583808
2021-03-21 09:40:25.000,121482,572606
2021-04-09 16:21:01.000,154297,601567
2021-03-23 21:40:16.000,144503,573132
2021-03-02 23:12:39.000,96586,545915
2021-03-12 23:59:48.000,104073,551993
2021-03-22 18:00:17.000,129742,572345
2021-03-23 05:40:22.000,135121,572404
2021-03-23 22:20:21.000,145054,575322
2021-03-22 19:00:23.000,130152,572404
2021-03-22 19:00:23.000,130214,573551
2021-03-23 18:00:16.000,142162,573081
2021-03-23 12:00:27.000,138616,575201
2021-04-06 00:15:16.000,152572,595708
2021-03-22 12:00:25.000,127465,572565
2021-03-22 11:40:13.000,127338,572345
2021-03-13 17:58:17.000,104336,560797
2021-03-22 14:20:27.000,128372,573924
2021-03-24 08:00:20.000,146399,576827
2021-03-23 01:40:19.000,133187,572519
2021-03-22 20:20:18.000,130746,572651
2021-03-23 00:40:17.000,132745,572726
2021-03-23 14:20:32.000,139902,573924
2021-03-22 21:40:25.000,131423,574414
2021-05-29 10:10:07.000,178242,681809
2021-03-23 19:20:25.000,143117,575314
2021-03-23 22:40:22.000,145159,573032
2021-03-23 04:40:16.000,134662,572675
2021-03-23 06:00:23.000,135320,572644
2021-03-22 13:20:25.000,127953,572640
2021-04-10 14:34:13.000,154771,593871
2021-03-23 14:00:33.000,139727,574192
2021-03-22 06:40:25.000,125771,572519
2021-05-11 20:34:48.000,169458,647047
2021-05-29 01:04:16.000,178087,688360
2021-03-22 15:20:25.000,128683,572526
2021-03-22 08:20:14.000,126273,572565
2021-03-22 11:20:21.000,127293,573639
2021-04-10 18:43:13.000,154840,603534
2021-03-23 17:40:31.000,142024,574355
2021-03-21 21:00:22.000,123288,572644
2021-03-21 16:40:22.000,122429,572822
2021-03-23 05:00:17.000,134840,573032
2021-03-23 11:00:17.000,137969,573267
2021-03-23 22:40:23.000,145297,575736
2021-03-22 23:00:28.000,132011,573914
2021-04-18 22:59:37.000,158588,610689
2021-03-21 21:20:26.000,123323,572291
2021-03-22 16:20:17.000,129063,572291
2021-03-24 00:00:18.000,146038,572360
2021-03-22 07:20:25.000,125968,572519
2021-03-23 06:00:23.000,135346,573267
2021-03-23 20:40:34.000,144004,576169
2021-03-23 00:00:27.000,132459,573639
2021-04-04 19:35:34.000,152122,593833
2021-03-23 23:20:22.000,145629,573179
2021-06-01 14:35:14.000,179712,694026
2021-04-06 23:14:34.000,152988,589855
2021-03-23 01:40:19.000,133206,572621
2021-05-03 18:11:25.000,165273,640353
2021-03-22 10:20:23.000,126955,573267
2021-03-22 17:20:20.000,129522,573032
2021-03-22 17:20:19.000,129470,572333
2021-03-22 23:00:28.000,132000,573769
2021-03-23 19:20:25.000,143138,575492
2021-03-22 11:00:14.000,127112,572315
2021-03-22 23:20:16.000,132087,572565
2021-03-22 16:20:17.000,129121,573132
2021-03-22 13:00:31.000,127857,573209
2021-03-22 01:40:18.000,124444,573032
2021-03-23 03:40:14.000,134236,573969
2021-03-23 14:00:32.000,139696,573906
2021-03-23 06:20:16.000,135508,573101
2021-03-23 05:00:17.000,134837,572913
2021-03-22 02:00:13.000,124471,572252
2021-03-21 18:20:20.000,122707,572503
2021-03-23 19:00:29.000,142893,575185
2021-03-21 18:20:21.000,122727,572621
2021-03-22 10:00:23.000,126793,572486
2021-03-23 03:20:15.000,134008,572675
2021-03-23 07:00:27.000,135850,573161
2021-03-23 16:20:23.000,141095,572595
2021-03-17 04:05:45.000,106156,566632
2021-03-21 21:00:22.000,123283,572623
2021-03-23 21:20:28.000,144391,575281
2021-03-14 02:56:11.000,104516,562133
2021-03-23 14:00:32.000,139623,572549
2021-03-22 16:20:17.000,129104,572690
2021-03-23 11:40:16.000,138348,573639
2021-03-21 09:00:26.000,121391,572404
2021-03-22 00:40:13.000,124174,572690
2021-03-23 08:40:15.000,136784,574469
2021-03-22 17:00:36.000,129440,573990
2021-04-22 22:20:02.000,160252,608769
2021-03-23 11:40:17.000,138437,575284
2021-05-14 16:20:26.000,170852,662659
2021-03-23 04:00:26.000,134451,575239
2021-03-29 19:51:27.000,149938,584851
2021-03-23 00:20:20.000,132649,573972
2021-03-23 10:40:16.000,137766,572690
2021-03-22 09:00:17.000,126552,573906
2021-03-22 14:40:26.000,128505,573943
2021-03-23 08:40:16.000,136810,575239
2021-04-23 23:00:31.000,160869,626268
2021-03-23 02:20:14.000,133524,572623
2021-03-22 05:00:14.000,125315,572621
2021-03-23 03:20:15.000,133995,572611
2021-03-23 16:00:18.000,140892,572616
2021-03-11 03:56:03.000,101482,556461
2021-05-21 06:18:19.000,174289,671778
2021-03-22 19:00:23.000,130229,573850
2021-03-24 00:00:19.000,146226,575736
2021-04-22 00:26:49.000,159796,603685
2021-04-24 22:59:34.000,161308,607336
2021-04-05 18:50:12.000,152432,582952
2021-03-23 14:20:32.000,139911,573949
2021-05-17 17:32:18.000,172263,665595
2021-03-22 18:40:22.000,130058,572795
2021-03-23 14:40:12.000,140103,573821
2021-03-23 19:40:27.000,143321,575281
2021-03-23 03:20:16.000,134057,573914
2021-03-22 23:20:16.000,132119,572822
2021-03-23 08:20:17.000,136550,573611
2021-03-22 13:00:31.000,127813,572565
2021-04-14 16:11:15.000,156367,602958
2021-03-22 06:40:25.000,125759,572291
2021-03-23 23:20:22.000,145628,573161
2021-03-23 10:00:24.000,137464,573952
2021-03-22 17:40:22.000,129601,572252
2021-03-11 22:32:17.000,102211,558868
2021-04-10 18:09:57.000,154822,598511
2021-03-22 01:40:17.000,124411,572587
2021-03-23 09:00:19.000,136976,575012
2021-03-22 09:20:17.000,126612,572697
2021-03-21 05:40:27.000,121103,572447
2021-05-02 22:59:41.000,164974,641625
2021-03-23 15:20:19.000,140478,572697
2021-03-22 17:20:20.000,129509,572690
2021-03-22 19:20:26.000,130409,574414
2021-03-22 16:40:20.000,129240,572697
2021-03-23 09:20:19.000,137127,574192
2021-03-22 22:20:18.000,131670,573592
2021-03-04 14:48:32.000,97145,547673
2021-03-23 21:00:23.000,144126,574079
2021-03-22 17:40:23.000,129638,572635
2021-04-09 19:16:06.000,154406,601852
2021-03-21 23:00:33.000,123777,572675
2021-04-19 15:54:26.000,158806,606866
2021-03-22 20:20:18.000,130783,573693
2021-03-23 16:20:24.000,141192,574217
2021-03-22 03:20:16.000,124891,573234
2021-03-23 10:20:12.000,137568,572599
2021-03-23 14:40:12.000,140113,573924
2021-03-21 21:40:27.000,123434,572630
2021-03-23 17:40:32.000,142046,575083
2021-03-23 09:20:19.000,137156,575106
2021-05-21 04:08:38.000,174175,673486
2021-03-22 19:40:31.000,130427,572386
2021-04-29 18:49:11.000,163447,622333
2021-03-26 23:25:06.000,149082,580809
2021-03-22 05:40:22.000,125521,572804
2021-03-23 07:40:13.000,136245,574032
2021-03-22 09:00:16.000,126505,572690
2021-03-23 11:40:16.000,138305,572616
2021-05-23 12:22:08.000,175302,677870
2021-03-23 14:40:12.000,140056,572630
2021-03-23 21:40:16.000,144520,573693
2021-04-05 14:42:22.000,152371,594687
2021-03-23 03:40:13.000,134166,572635
2021-03-23 10:00:25.000,137518,575224
2021-03-22 17:40:23.000,129723,574217
2021-03-23 18:00:16.000,142178,573639
2021-03-22 19:00:23.000,130196,572858
2021-03-23 20:00:16.000,143438,573508
2021-03-22 07:40:25.000,126104,572822
2021-03-23 10:20:12.000,137602,573132
2021-03-23 17:40:31.000,141920,572587
2021-03-21 18:00:34.000,122639,572345
2021-03-23 11:20:23.000,138231,574860
2021-03-24 13:00:23.000,146686,576870
2021-03-23 14:20:32.000,139872,573209
2021-03-29 14:22:02.000,149837,584314
2021-03-23 12:00:26.000,138468,572386
2021-03-22 15:00:22.000,128572,572635
2021-03-23 07:00:27.000,135955,575305
2021-03-23 04:40:16.000,134693,573611
2021-03-22 19:00:24.000,130271,574355
2021-03-22 15:40:16.000,128812,572560
2021-04-06 01:19:18.000,152595,582810
2021-04-09 00:04:11.000,153915,600603
2021-03-23 12:40:20.000,138980,574860
2021-04-05 18:57:54.000,152438,595144
2021-03-23 15:00:23.000,140389,575305
2021-03-22 19:40:32.000,130493,573611
2021-03-22 11:20:20.000,127247,572606
2021-03-22 04:00:26.000,125015,572404
2021-03-23 12:40:20.000,138940,573949
2021-04-09 11:00:23.000,154050,600994
2021-03-23 08:00:15.000,136313,572447
2021-03-22 07:00:28.000,125900,572712
2021-05-02 15:35:43.000,164795,640857
2021-03-22 21:20:22.000,131274,574382
2021-03-24 16:20:19.000,147066,577065
2021-03-23 00:40:17.000,132802,573952
2021-03-22 01:00:24.000,124211,572227
2021-03-22 17:20:19.000,129491,572595
2021-03-23 06:00:24.000,135422,574832
2021-03-23 10:40:16.000,137751,572606
2021-05-24 03:51:30.000,175652,677359
2021-03-23 19:40:26.000,143257,573937
2021-03-22 13:40:20.000,128040,572386
2021-03-23 17:20:20.000,141843,575185
2021-03-21 14:00:43.000,122058,572593
2021-03-23 02:20:15.000,133594,573954
2021-04-09 22:47:04.000,154477,572292
2021-03-23 03:20:16.000,134092,574328
2021-03-24 14:40:28.000,146852,576848
2021-03-22 05:00:14.000,125370,573885
2021-03-23 20:00:16.000,143409,572644
2021-04-21 00:40:26.000,159411,619508
2021-04-09 15:00:26.000,154212,601226
2021-03-24 11:40:21.000,146586,576879
2021-05-29 18:14:27.000,178510,673235
2021-03-23 00:20:20.000,132663,574217
2021-03-22 18:20:19.000,129924,572795
2021-03-23 01:00:15.000,132925,573568
2021-03-23 18:00:16.000,142227,574240
2021-03-23 06:00:23.000,135348,573476
2021-04-13 11:22:53.000,155810,604736
2021-05-23 22:59:48.000,175495,660442
2021-03-21 16:40:22.000,122412,572623
2021-03-23 19:20:25.000,143093,574953
2021-03-22 10:20:23.000,126932,572675
2021-04-09 23:00:47.000,154503,602064
2021-05-16 01:10:54.000,171628,652890
2021-03-23 19:20:25.000,143111,575284
2021-03-21 03:40:21.000,120963,572291
2021-03-23 20:20:19.000,143748,575289
2021-04-09 16:26:42.000,154299,600990
2021-03-22 14:40:25.000,128424,572573
2021-03-23 09:40:20.000,137229,572726
2021-03-23 08:20:17.000,136643,575305
2021-04-13 18:30:02.000,155979,597105
2021-03-22 22:00:35.000,131457,572486
2021-03-21 11:20:26.000,121680,572611
2021-03-22 01:00:24.000,124280,573508
2021-03-23 08:20:17.000,136589,574007
2021-04-03 16:27:07.000,151782,586056
2021-03-22 05:00:14.000,125324,572675
2021-03-23 04:20:19.000,134521,573300
2021-03-22 16:40:20.000,129218,572586
2021-03-20 15:24:21.000,120584,565438
2021-03-23 14:00:32.000,139656,572804
2021-03-22 03:20:16.000,124894,573476
2021-03-23 20:00:17.000,143460,573906
2021-03-15 03:26:33.000,104850,554664
2021-03-23 16:00:18.000,140928,573476
2021-04-02 11:29:05.000,151318,574874
2021-03-22 04:00:26.000,125009,572291
2021-03-24 16:00:27.000,147002,576856
