CREATEDAT,ID,INVOICEID,STATUS
2021-09-16 16:39:35.000,592591,537375,accepted
2021-09-16 16:33:41.000,590027,539749,accepted
2021-09-16 16:39:24.000,592520,537431,accepted
2021-09-16 16:34:53.000,590673,539115,accepted
2021-09-16 16:36:03.000,591211,538596,accepted
2021-09-16 16:34:37.000,590514,539274,accepted
2021-09-16 16:32:09.000,589195,540562,accepted
2021-09-16 16:39:33.000,592583,537426,rejected
2021-09-16 16:32:14.000,589242,540515,accepted
2021-09-16 16:39:23.000,592509,537439,accepted
2021-09-16 16:36:13.000,591297,538513,accepted
2021-09-16 16:39:27.000,592542,537411,accepted
2021-09-16 16:39:34.000,592589,537402,rejected
2021-09-16 16:39:31.000,592565,537425,rejected
2021-09-16 16:32:43.000,589513,540248,accepted
2021-09-16 16:39:29.000,592558,537397,accepted
2021-09-16 16:39:25.000,592532,537420,accepted
2021-09-16 16:39:35.000,592600,537368,accepted
2021-09-16 16:36:31.000,591456,538353,accepted
2021-09-16 16:36:09.000,591257,538551,accepted
2021-09-16 16:39:37.000,592617,537383,rejected
2021-09-16 16:36:38.000,591510,538300,accepted
2021-09-16 16:36:26.000,591419,538390,accepted
2021-09-16 16:36:59.000,591689,538125,rejected
2021-09-16 16:33:15.000,589787,539983,accepted
2021-09-16 16:33:11.000,589760,540009,accepted
2021-09-16 16:35:56.000,591146,538658,accepted
2021-09-16 16:37:20.000,591881,537936,accepted
2021-09-16 16:36:04.000,591219,538588,accepted
2021-09-16 16:39:25.000,592524,537428,accepted
2021-09-16 16:39:27.000,592548,537405,accepted
2021-09-16 16:32:24.000,589334,540425,accepted
2021-09-16 16:32:33.000,589419,540340,accepted
2021-09-16 16:39:21.000,592496,537449,accepted
2021-09-16 16:39:37.000,592608,537361,accepted
2021-09-16 16:33:07.000,589725,540043,accepted
2021-09-16 16:36:12.000,591291,538518,accepted
2021-09-16 16:35:34.000,590970,538828,accepted
2021-09-16 16:36:55.000,591655,538159,accepted
2021-09-16 16:39:25.000,592526,537426,rejected
2021-09-16 16:35:34.000,590971,538827,accepted
2021-09-16 16:35:14.000,590819,538970,accepted
2021-09-16 16:36:07.000,591240,538567,accepted
2021-09-16 16:34:52.000,590665,539123,accepted
2021-09-16 16:36:38.000,591517,538293,accepted
2021-09-16 16:39:33.000,592585,537378,accepted
2021-09-16 16:37:17.000,591854,537963,accepted
2021-09-16 16:36:05.000,591228,538579,accepted
2021-09-16 16:35:27.000,590909,538888,accepted
2021-09-16 16:32:07.000,589169,540587,accepted
2021-09-16 16:32:08.000,589187,540570,accepted
2021-09-16 16:32:19.000,589285,540472,accepted
2021-09-16 16:39:37.000,592612,537357,rejected
2021-09-16 16:39:35.000,592590,537400,rejected
2021-09-16 16:36:06.000,591234,538573,accepted
2021-09-16 16:33:12.000,589765,540004,accepted
2021-09-16 16:36:28.000,591433,538376,accepted
2021-09-16 16:36:08.000,591251,538556,accepted
2021-09-16 16:36:12.000,591295,538514,rejected
2021-09-16 16:34:14.000,590318,539461,accepted
2021-09-16 16:39:23.000,592507,537441,accepted
2021-09-16 16:32:36.000,589442,540317,accepted
2021-09-16 16:39:29.000,592555,537434,rejected
2021-09-16 16:39:33.000,592582,537379,accepted
2021-09-16 16:36:09.000,591263,538545,accepted
2021-09-16 16:34:45.000,590589,539199,accepted
2021-09-16 16:36:54.000,591647,538167,accepted
2021-09-16 16:32:05.000,589164,540591,accepted
2021-09-16 16:39:24.000,592516,537435,accepted
2021-09-16 16:36:46.000,591588,538225,accepted
2021-09-16 16:34:57.000,590706,539082,rejected
2021-09-16 16:39:32.000,592576,537383,rejected
2021-09-16 16:33:03.000,589687,540081,accepted
2021-09-16 16:36:21.000,591373,538436,accepted
2021-09-16 16:39:40.000,592633,537369,rejected
2021-09-16 16:32:26.000,589354,540405,accepted
2021-09-16 16:32:50.000,589575,540188,accepted
2021-09-16 16:39:27.000,592544,537409,accepted
2021-09-16 16:37:20.000,591880,537937,accepted
2021-09-16 16:32:33.000,589421,540338,accepted
2021-09-16 16:39:34.000,592586,537377,accepted
2021-09-16 16:39:27.000,592543,537410,accepted
2021-09-16 16:37:05.000,591750,538064,accepted
2021-09-16 16:35:37.000,590998,538803,accepted
2021-09-16 16:36:37.000,591506,538304,accepted
2021-09-16 16:39:28.000,592553,537401,accepted
2021-09-16 16:33:14.000,589783,539987,accepted
2021-09-16 16:33:04.000,589701,540067,accepted
2021-09-16 16:34:41.000,590549,539239,accepted
2021-09-16 16:34:29.000,590442,539343,accepted
2021-09-16 16:36:56.000,591663,538151,accepted
2021-09-16 16:36:09.000,591255,538553,accepted
2021-09-16 16:35:34.000,590975,538823,accepted
2021-09-16 16:39:39.000,592625,537380,rejected
2021-09-16 16:34:34.000,590489,539299,accepted
2021-09-16 16:36:09.000,591256,538552,accepted
2021-09-16 16:36:00.000,591182,538623,accepted
2021-09-16 16:39:22.000,592504,537443,accepted
2021-09-16 16:37:08.000,591769,538045,accepted
2021-09-16 16:36:53.000,591642,538380,rejected
2021-09-16 16:39:37.000,592607,537385,rejected
2021-09-16 16:39:27.000,592547,537406,accepted
2021-09-16 16:34:14.000,590322,539457,accepted
2021-09-16 16:39:25.000,592525,537427,accepted
2021-09-16 16:39:24.000,592519,537432,accepted
2021-09-16 16:39:42.000,592651,537357,rejected
2021-09-16 16:39:31.000,592571,537388,accepted
2021-09-16 16:34:40.000,590540,539248,accepted
2021-09-16 16:35:18.000,590851,538940,accepted
2021-09-16 16:39:44.000,592659,537372,rejected
2021-09-16 16:36:09.000,591260,538548,accepted
2021-09-16 16:39:26.000,592541,537412,rejected
2021-09-16 16:39:27.000,592545,537408,accepted
2021-09-16 16:39:25.000,592527,537425,rejected
2021-09-16 16:39:30.000,592560,537395,accepted
2021-09-16 16:39:30.000,592563,537392,rejected
2021-09-16 16:39:35.000,592592,537374,accepted
2021-09-16 16:39:25.000,592530,537422,rejected
2021-09-16 16:39:30.000,592559,537396,rejected
2021-09-16 16:32:11.000,589214,540543,accepted
2021-09-16 16:33:11.000,589759,540010,accepted
2021-09-16 16:39:24.000,592523,537429,accepted
2021-09-16 16:32:29.000,589383,540376,accepted
2021-09-16 16:34:45.000,590595,539193,accepted
2021-09-16 16:37:26.000,591938,538125,rejected
2021-09-16 16:39:33.000,592579,537416,rejected
2021-09-16 16:33:33.000,589953,539822,accepted
2021-09-16 16:39:33.000,592584,537407,rejected
2021-09-16 16:36:39.000,591521,538289,accepted
2021-09-16 16:39:33.000,592581,537380,rejected
2021-09-16 16:39:30.000,592562,537393,accepted
2021-09-16 16:39:23.000,592508,537440,accepted
2021-09-16 16:39:37.000,592611,537358,accepted
2021-09-16 16:36:35.000,591490,538320,accepted
2021-09-16 16:39:26.000,592540,537413,accepted
2021-09-16 16:36:34.000,591478,538514,rejected
2021-09-16 16:39:36.000,592602,537366,accepted
2021-09-16 16:39:35.000,592598,537396,rejected
2021-09-16 16:39:35.000,592593,537373,accepted
2021-09-16 16:33:32.000,589938,539837,accepted
2021-09-16 16:33:12.000,589763,540006,accepted
2021-09-16 16:36:53.000,591641,538172,accepted
2021-09-16 16:33:38.000,589998,539778,accepted
2021-09-16 16:39:37.000,592609,537360,accepted
2021-09-16 16:39:24.000,592521,537430,accepted
2021-09-16 16:35:53.000,591122,538681,accepted
2021-09-16 16:39:32.000,592573,537386,accepted
2021-09-16 16:39:26.000,592534,537418,accepted
2021-09-16 16:39:35.000,592599,537392,rejected
2021-09-16 16:39:35.000,592595,537371,accepted
2021-09-16 16:36:55.000,591659,538155,accepted
2021-09-16 16:39:30.000,592564,537391,accepted
2021-09-16 16:39:41.000,592640,537372,rejected
2021-09-16 16:32:27.000,589359,540400,accepted
2021-09-16 16:39:24.000,592514,537436,accepted
2021-09-16 16:32:59.000,589658,540108,accepted
2021-09-16 16:32:27.000,589369,540390,accepted
2021-09-16 16:39:31.000,592566,537390,accepted
2021-09-16 16:33:32.000,589943,539832,accepted
2021-09-16 16:39:33.000,592577,537382,accepted
2021-09-16 16:39:33.000,592580,537381,accepted
2021-09-16 16:39:35.000,592594,537372,rejected
2021-09-16 16:33:32.000,589947,539828,accepted
2021-09-16 16:39:26.000,592537,537415,accepted
2021-09-16 16:33:38.000,590001,539775,accepted
2021-09-16 16:33:32.000,589936,539839,accepted
2021-09-16 16:35:37.000,590999,538802,accepted
2021-09-16 16:39:25.000,592531,537421,accepted
2021-09-16 16:32:39.000,589473,540287,rejected
2021-09-16 16:39:25.000,592528,537424,rejected
2021-09-16 16:32:50.000,589581,540287,rejected
2021-09-16 16:35:08.000,590782,539006,accepted
2021-09-16 16:34:47.000,590612,539176,accepted
2021-09-16 16:33:07.000,589724,540044,accepted
2021-09-16 21:01:56.000,594501,537426,rejected
2021-09-16 21:04:15.000,594727,538125,accepted
2021-09-16 21:01:33.000,594430,537372,rejected
2021-09-16 21:01:35.000,594436,537385,rejected
2021-09-16 21:00:21.000,594205,540287,rejected
2021-09-16 21:01:31.000,594425,537369,rejected
2021-09-16 21:01:40.000,594452,537407,rejected
2021-09-16 19:09:51.000,593876,541129,accepted
2021-09-16 21:05:17.000,594761,538380,rejected
2021-09-16 21:01:54.000,594495,537425,rejected
2021-09-16 21:01:38.000,594444,537400,rejected
2021-09-16 21:01:42.000,594461,537424,rejected
2021-09-16 21:01:42.000,594460,537422,rejected
2021-09-16 21:00:32.000,594261,540287,rejected
2021-09-16 19:09:29.000,593660,541342,accepted
2021-09-16 21:01:47.000,594478,537392,rejected
2021-09-16 21:00:30.000,594253,540287,rejected
2021-09-16 21:01:48.000,594480,537396,rejected
2021-09-16 21:04:17.000,594734,538380,rejected
2021-09-16 21:01:53.000,594494,537412,rejected
2021-09-16 21:01:35.000,594437,537389,rejected
2021-09-16 21:01:34.000,594433,537383,rejected
2021-09-16 21:01:38.000,594447,537402,rejected
2021-09-16 21:01:45.000,594471,537385,rejected
2021-09-16 21:01:53.000,594491,537424,rejected
2021-09-16 19:09:56.000,593920,541085,accepted
2021-09-16 19:10:10.000,594050,540958,accepted
2021-09-16 21:04:19.000,594739,538514,rejected
2021-09-16 21:01:42.000,594458,537416,rejected
2021-09-16 21:05:19.000,594763,538514,rejected
2021-09-16 21:01:45.000,594469,537372,rejected
2021-09-16 21:01:31.000,594423,537357,rejected
2021-09-16 21:01:46.000,594472,537389,rejected
2021-09-16 19:09:50.000,593867,541138,accepted
2021-09-16 21:01:42.000,594459,537369,rejected
2021-09-16 21:01:40.000,594454,537357,rejected
2021-09-16 19:09:37.000,593729,541274,accepted
2021-09-16 19:09:45.000,593814,541191,accepted
2021-09-16 21:01:42.000,594462,537364,rejected
2021-09-16 19:10:06.000,594003,541004,accepted
2021-09-16 21:01:49.000,594483,537400,rejected
2021-09-16 21:01:42.000,594464,537426,rejected
2021-09-16 21:01:39.000,594449,537403,rejected
2021-09-16 21:01:56.000,594500,537434,rejected
2021-09-16 21:04:22.000,594748,539082,rejected
2021-09-16 21:01:50.000,594484,537403,rejected
2021-09-16 19:09:51.000,593869,541136,accepted
2021-09-16 19:09:26.000,593632,541370,accepted
2021-09-16 21:01:50.000,594485,537402,rejected
2021-09-16 21:05:41.000,594772,539082,rejected
2021-09-16 21:01:42.000,594463,537425,rejected
2021-09-16 21:01:37.000,594441,537396,rejected
2021-09-16 21:01:45.000,594468,537383,rejected
2021-09-16 21:01:43.000,594466,537434,rejected
2021-09-16 19:09:23.000,593596,541405,accepted
2021-09-16 21:01:53.000,594492,537422,rejected
2021-09-16 19:10:12.000,594062,540946,accepted
2021-09-16 21:01:51.000,594487,537407,rejected
2021-09-16 21:01:41.000,594457,537412,rejected
2021-09-16 21:01:55.000,594498,537416,rejected
2021-09-16 21:01:58.000,594507,537426,rejected
2021-09-16 21:01:31.000,594424,537364,rejected
2021-09-16 21:01:45.000,594470,537380,rejected
2021-09-16 21:01:47.000,594475,537372,rejected
2021-09-16 21:01:33.000,594432,537380,rejected
2021-09-16 21:01:36.000,594439,537392,rejected
2021-09-16 19:10:03.000,593980,541026,accepted
2021-09-17 16:16:11.000,595764,541673,accepted
2021-09-17 16:12:54.000,594849,541469,accepted
2021-09-17 16:15:53.000,595743,541688,accepted
2021-09-17 16:16:10.000,595761,541675,rejected
2021-09-17 16:16:14.000,595771,541669,accepted
2021-09-17 16:16:15.000,595775,541665,accepted
2021-09-17 16:12:57.000,594877,542523,accepted
2021-09-17 16:13:23.000,595134,542268,accepted
2021-09-17 16:12:54.000,594857,541478,accepted
2021-09-17 16:13:07.000,594972,542428,accepted
2021-09-17 16:16:45.000,595867,541676,accepted
2021-09-17 16:13:41.000,595300,542103,accepted
2021-09-17 16:13:45.000,595341,542064,accepted
2021-09-17 16:13:44.000,595337,542068,accepted
2021-09-17 16:13:48.000,595377,542028,accepted
2021-09-17 16:15:56.000,595746,541686,accepted
2021-09-17 16:16:00.000,595749,541683,accepted
2021-09-17 16:16:15.000,595774,541666,accepted
2021-09-17 16:13:16.000,595069,542333,accepted
2021-09-17 16:13:05.000,594956,542444,accepted
2021-09-17 16:13:45.000,595349,542056,accepted
2021-09-17 16:16:08.000,595759,541676,rejected
2021-09-17 16:12:59.000,594897,542503,accepted
2021-09-17 16:14:07.000,595552,541856,accepted
2021-09-17 16:13:43.000,595330,542075,accepted
2021-09-17 16:13:04.000,594943,542457,accepted
2021-09-17 16:13:19.000,595103,542299,accepted
2021-09-17 16:13:54.000,595434,541972,accepted
2021-09-17 16:14:01.000,595508,541899,accepted
2021-09-17 16:13:33.000,595239,542164,accepted
2021-09-17 16:13:06.000,594958,542442,accepted
2021-09-17 16:13:04.000,594942,542458,accepted
2021-09-17 16:13:04.000,594945,542455,accepted
2021-09-17 16:13:51.000,595397,542008,accepted
2021-09-17 16:12:54.000,594847,541468,accepted
2021-09-17 16:13:37.000,595262,542141,accepted
2021-09-17 16:13:43.000,595321,542084,accepted
2021-09-17 16:13:48.000,595369,542036,accepted
2021-09-17 16:16:38.000,595862,541679,rejected
2021-09-17 16:16:13.000,595769,541670,accepted
2021-09-17 16:13:24.000,595148,542254,accepted
2021-09-17 16:13:50.000,595395,542010,accepted
2021-09-17 16:16:02.000,595751,541682,accepted
2021-09-17 16:13:46.000,595352,542053,accepted
2021-09-17 16:15:58.000,595748,541684,accepted
2021-09-17 16:13:50.000,595391,542014,accepted
2021-09-17 16:16:10.000,595762,541674,accepted
2021-09-17 16:16:49.000,595871,541668,rejected
2021-09-17 16:12:58.000,594883,542517,accepted
2021-09-17 16:13:09.000,594984,542417,accepted
2021-09-17 16:15:49.000,595741,541690,accepted
2021-09-17 16:13:50.000,595389,542016,accepted
2021-09-17 16:14:05.000,595535,541872,accepted
2021-09-17 16:16:03.000,595752,541681,accepted
2021-09-17 16:13:31.000,595218,542185,accepted
2021-09-17 16:16:46.000,595868,541675,rejected
2021-09-17 16:13:09.000,594992,542409,accepted
2021-09-17 16:16:14.000,595772,541668,rejected
2021-09-17 16:16:48.000,595870,541675,rejected
2021-09-17 16:13:35.000,595251,542152,accepted
2021-09-17 16:16:14.000,595773,541667,accepted
2021-09-17 16:16:12.000,595765,541672,accepted
2021-09-17 16:16:12.000,595767,541671,accepted
2021-09-17 16:16:04.000,595753,541680,accepted
2021-09-17 16:16:05.000,595754,541679,rejected
2021-09-17 16:16:08.000,595757,541677,accepted
2021-09-17 16:16:06.000,595755,541678,accepted
2021-09-17 21:00:48.000,596534,541675,rejected
2021-09-17 21:00:40.000,596503,541679,rejected
2021-09-17 21:00:38.000,596498,541668,rejected
2021-09-17 21:00:39.000,596501,541675,rejected
2021-09-17 21:00:49.000,596538,541668,rejected
2021-09-17 19:04:00.000,596138,542875,accepted
2021-09-17 21:00:50.000,596542,541679,rejected
2021-09-18 16:09:56.000,596927,543746,accepted
2021-09-18 16:11:37.000,597558,543156,accepted
2021-09-18 16:11:36.000,597554,543159,accepted
2021-09-18 16:09:54.000,596913,543760,accepted
2021-09-18 16:11:47.000,597631,543146,rejected
2021-09-18 16:11:40.000,597579,543142,accepted
2021-09-18 16:10:20.000,597172,543503,accepted
2021-09-18 16:11:41.000,597589,543134,accepted
2021-09-18 16:11:39.000,597571,543148,accepted
2021-09-18 16:09:31.000,596693,543973,accepted
2021-09-18 16:11:42.000,597594,543130,accepted
2021-09-18 16:11:35.000,597547,543163,accepted
2021-09-18 16:11:36.000,597556,543157,accepted
2021-09-18 16:11:42.000,597596,543129,accepted
2021-09-18 16:10:10.000,597077,543596,accepted
2021-09-18 16:11:38.000,597560,543154,accepted
2021-09-18 16:10:22.000,597192,543483,accepted
2021-09-18 16:09:45.000,596821,543850,accepted
2021-09-18 16:10:34.000,597300,543375,accepted
2021-09-18 16:10:07.000,597050,543623,accepted
2021-09-18 16:11:38.000,597567,543150,accepted
2021-09-18 16:11:38.000,597561,543153,accepted
2021-09-18 16:11:38.000,597564,543151,rejected
2021-09-18 16:11:40.000,597576,543145,accepted
2021-09-18 16:11:29.000,597530,543172,rejected
2021-09-18 16:11:40.000,597580,543141,rejected
2021-09-18 16:10:16.000,597133,543541,accepted
2021-09-18 16:09:45.000,596823,543848,accepted
2021-09-18 16:10:20.000,597174,543501,accepted
2021-09-18 16:10:40.000,597353,543323,accepted
2021-09-18 16:10:41.000,597357,543319,accepted
2021-09-18 16:11:47.000,597630,543151,rejected
2021-09-18 16:09:25.000,596624,544041,accepted
2021-09-18 16:10:16.000,597134,543540,accepted
2021-09-18 16:09:53.000,596897,543776,accepted
2021-09-18 16:11:41.000,597587,543135,accepted
2021-09-18 16:09:39.000,596766,543902,accepted
2021-09-18 16:11:42.000,597597,543128,accepted
2021-09-18 16:11:38.000,597562,543152,accepted
2021-09-18 16:10:09.000,597069,543604,accepted
2021-09-18 16:11:48.000,597635,543141,rejected
2021-09-18 16:10:29.000,597255,543420,accepted
2021-09-18 16:10:26.000,597228,543447,accepted
2021-09-18 16:11:36.000,597551,543161,accepted
2021-09-18 16:11:40.000,597585,543137,rejected
2021-09-18 16:09:58.000,596955,543718,accepted
2021-09-18 16:11:40.000,597584,543138,accepted
2021-09-18 16:10:07.000,597048,543625,accepted
2021-09-18 16:11:40.000,597581,543140,accepted
2021-09-18 16:11:40.000,597578,543143,accepted
2021-09-18 16:10:32.000,597284,543391,accepted
2021-09-18 16:11:46.000,597624,543155,rejected
2021-09-18 16:09:38.000,596753,543915,accepted
2021-09-18 16:09:56.000,596935,543738,accepted
2021-09-18 16:11:40.000,597582,543139,accepted
2021-09-18 16:11:46.000,597620,543151,rejected
2021-09-18 16:11:42.000,597592,543132,accepted
2021-09-18 16:09:59.000,596960,543713,accepted
2021-09-18 16:09:37.000,596747,543920,accepted
2021-09-18 16:11:40.000,597575,543146,rejected
2021-09-18 16:11:42.000,597599,543126,accepted
2021-09-18 16:09:55.000,596920,543753,accepted
2021-09-18 16:10:34.000,597297,543378,accepted
2021-09-18 16:09:54.000,596912,543761,accepted
2021-09-18 16:09:47.000,596838,543834,accepted
2021-09-18 16:10:31.000,597275,543400,accepted
2021-09-18 16:11:38.000,597559,543155,rejected
2021-09-18 16:10:15.000,597123,543551,accepted
2021-09-18 16:11:39.000,597573,543147,accepted
2021-09-18 16:11:38.000,597568,543149,accepted
2021-09-18 16:09:41.000,596780,543891,accepted
2021-09-18 16:11:49.000,597639,543137,rejected
2021-09-18 16:11:39.000,597574,543172,rejected
2021-09-18 16:11:40.000,597577,543144,accepted
2021-09-18 16:10:16.000,597135,543539,accepted
2021-09-18 16:09:56.000,596932,543741,accepted
2021-09-18 16:09:39.000,596769,543899,accepted
2021-09-18 16:09:53.000,596901,543772,accepted
2021-09-18 16:09:39.000,596760,543908,accepted
2021-09-18 16:10:15.000,597126,543548,accepted
2021-09-18 16:09:27.000,596645,544020,accepted
2021-09-18 16:09:56.000,596936,543737,accepted
2021-09-18 16:10:43.000,597372,543304,accepted
2021-09-18 16:09:31.000,596687,543979,accepted
2021-09-18 21:00:55.000,598369,543151,rejected
2021-09-18 19:03:41.000,598178,544183,rejected
2021-09-18 21:00:44.000,598336,543146,rejected
2021-09-18 21:00:43.000,598333,543141,rejected
2021-09-18 21:00:53.000,598363,543141,rejected
2021-09-18 21:00:57.000,598375,543151,rejected
2021-09-18 21:00:49.000,598350,543172,rejected
2021-09-18 21:00:44.000,598337,543151,rejected
2021-09-18 19:03:18.000,597995,544298,accepted
2021-09-18 23:59:12.000,598448,544183,rejected
2021-09-18 21:00:43.000,598332,543137,rejected
2021-09-18 21:00:54.000,598364,543146,rejected
2021-09-18 23:59:08.000,598429,544183,rejected
2021-09-18 21:00:54.000,598368,543137,rejected
